"2020-10-02 09:33:50 [restartedMain] INFO  by.nevar.books.BooksApplication -Starting BooksApplication on HOME with PID 6428 (C:\Users\admin\Desktop\books\target\classes started by admin in C:\Users\admin\Desktop\books)
""2020-10-02 09:33:54 [task-1] INFO  o.h.jpa.internal.util.LogHelper -HHH000204: Processing PersistenceUnitInfo [name: default]
""2020-10-02 09:33:54 [restartedMain] WARN  o.t.templatemode.TemplateMode -[THYMELEAF][restartedMain] Template Mode 'HTML5' is deprecated. Using Template Mode 'HTML' instead.
""2020-10-02 09:33:54 [task-1] INFO  org.hibernate.Version -HHH000412: Hibernate ORM core version 5.4.21.Final
""2020-10-02 09:33:54 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration -spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2020-10-02 09:33:54 [task-1] INFO  o.h.annotations.common.Version -HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
""2020-10-02 09:33:54 [task-1] INFO  org.hibernate.dialect.Dialect -HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2020-10-02 09:33:54 [restartedMain] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping -Adding welcome page template: index
""2020-10-02 09:33:54 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer -LiveReload server is running on port 35729
""2020-10-02 09:33:54 [task-1] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator -HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2020-10-02 09:33:54 [task-1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Initialized JPA EntityManagerFactory for persistence unit 'default'
""2020-10-02 09:33:54 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat started on port(s): 8080 (http) with context path ''
""2020-10-02 09:33:54 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Triggering deferred initialization of Spring Data repositories…
""2020-10-02 09:33:54 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Spring Data repositories initialized!
""2020-10-02 09:33:54 [restartedMain] INFO  by.nevar.books.BooksApplication -Started BooksApplication in 5.545 seconds (JVM running for 7.802)
""2020-10-02 10:05:50 [restartedMain] INFO  by.nevar.books.BooksApplication -Starting BooksApplication on HOME with PID 8012 (C:\Users\admin\Desktop\books\target\classes started by admin in C:\Users\admin\Desktop\books)
""2020-10-02 10:05:50 [restartedMain] INFO  by.nevar.books.BooksApplication -No active profile set, falling back to default profiles: default
""2020-10-02 10:05:51 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor -Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
""2020-10-02 10:05:51 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor -For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
""2020-10-02 10:05:52 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Bootstrapping Spring Data JPA repositories in DEFERRED mode.
""2020-10-02 10:05:52 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Finished Spring Data repository scanning in 24ms. Found 0 JPA repository interfaces.
""2020-10-02 10:05:53 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat initialized with port(s): 8080 (http)
""2020-10-02 10:05:53 [restartedMain] INFO  o.a.catalina.core.StandardService -Starting service [Tomcat]
""2020-10-02 10:05:53 [restartedMain] INFO  o.a.catalina.core.StandardEngine -Starting Servlet engine: [Apache Tomcat/9.0.38]
""2020-10-02 10:05:53 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring embedded WebApplicationContext
""2020-10-02 10:05:53 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext -Root WebApplicationContext: initialization completed in 2346 ms
""2020-10-02 10:05:53 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-1 - Starting...
""2020-10-02 10:05:53 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-1 - Start completed.
""2020-10-02 10:05:53 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration -H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:317c3e94-df61-4010-96d7-240eb0cfe519'
""2020-10-02 10:05:53 [restartedMain] INFO  o.s.s.c.ThreadPoolTaskExecutor -Initializing ExecutorService 'applicationTaskExecutor'
""2020-10-02 10:05:54 [task-1] INFO  o.h.jpa.internal.util.LogHelper -HHH000204: Processing PersistenceUnitInfo [name: default]
""2020-10-02 10:05:54 [restartedMain] WARN  o.t.templatemode.TemplateMode -[THYMELEAF][restartedMain] Template Mode 'HTML5' is deprecated. Using Template Mode 'HTML' instead.
""2020-10-02 10:05:54 [task-1] INFO  org.hibernate.Version -HHH000412: Hibernate ORM core version 5.4.21.Final
""2020-10-02 10:05:54 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration -spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2020-10-02 10:05:54 [task-1] INFO  o.h.annotations.common.Version -HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
""2020-10-02 10:05:54 [task-1] INFO  org.hibernate.dialect.Dialect -HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2020-10-02 10:05:54 [restartedMain] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping -Adding welcome page template: index
""2020-10-02 10:05:54 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer -LiveReload server is running on port 35729
""2020-10-02 10:05:54 [task-1] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator -HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2020-10-02 10:05:54 [task-1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Initialized JPA EntityManagerFactory for persistence unit 'default'
""2020-10-02 10:05:54 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat started on port(s): 8080 (http) with context path ''
""2020-10-02 10:05:54 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Triggering deferred initialization of Spring Data repositories…
""2020-10-02 10:05:54 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Spring Data repositories initialized!
""2020-10-02 10:05:54 [restartedMain] INFO  by.nevar.books.BooksApplication -Started BooksApplication in 4.92 seconds (JVM running for 7.24)
""2020-10-02 10:06:18 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring DispatcherServlet 'dispatcherServlet'
""2020-10-02 10:23:34 [restartedMain] INFO  by.nevar.books.BooksApplication -Starting BooksApplication on HOME with PID 7424 (C:\Users\admin\Desktop\books\target\classes started by admin in C:\Users\admin\Desktop\books)
""2020-10-02 10:23:34 [restartedMain] INFO  by.nevar.books.BooksApplication -No active profile set, falling back to default profiles: default
""2020-10-02 10:23:34 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor -Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
""2020-10-02 10:23:34 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor -For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
""2020-10-02 10:23:35 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Bootstrapping Spring Data JPA repositories in DEFERRED mode.
""2020-10-02 10:23:35 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Finished Spring Data repository scanning in 30ms. Found 0 JPA repository interfaces.
""2020-10-02 10:23:36 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat initialized with port(s): 8080 (http)
""2020-10-02 10:23:36 [restartedMain] INFO  o.a.catalina.core.StandardService -Starting service [Tomcat]
""2020-10-02 10:23:36 [restartedMain] INFO  o.a.catalina.core.StandardEngine -Starting Servlet engine: [Apache Tomcat/9.0.38]
""2020-10-02 10:23:36 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring embedded WebApplicationContext
""2020-10-02 10:23:36 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext -Root WebApplicationContext: initialization completed in 2434 ms
""2020-10-02 10:23:36 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-1 - Starting...
""2020-10-02 10:23:36 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-1 - Start completed.
""2020-10-02 10:23:36 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration -H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:79f3d27f-efa4-4343-9838-6da9f4e01229'
""2020-10-02 10:23:37 [restartedMain] INFO  o.s.s.c.ThreadPoolTaskExecutor -Initializing ExecutorService 'applicationTaskExecutor'
""2020-10-02 10:23:37 [restartedMain] WARN  o.t.templatemode.TemplateMode -[THYMELEAF][restartedMain] Template Mode 'HTML5' is deprecated. Using Template Mode 'HTML' instead.
""2020-10-02 10:23:37 [task-1] INFO  o.h.jpa.internal.util.LogHelper -HHH000204: Processing PersistenceUnitInfo [name: default]
""2020-10-02 10:23:37 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration -spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2020-10-02 10:23:37 [task-1] INFO  org.hibernate.Version -HHH000412: Hibernate ORM core version 5.4.21.Final
""2020-10-02 10:23:37 [task-1] INFO  o.h.annotations.common.Version -HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
""2020-10-02 10:23:37 [restartedMain] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping -Adding welcome page template: index
""2020-10-02 10:23:37 [task-1] INFO  org.hibernate.dialect.Dialect -HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2020-10-02 10:23:37 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer -LiveReload server is running on port 35729
""2020-10-02 10:23:37 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat started on port(s): 8080 (http) with context path ''
""2020-10-02 10:23:37 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Triggering deferred initialization of Spring Data repositories…
""2020-10-02 10:23:37 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Spring Data repositories initialized!
""2020-10-02 10:23:38 [restartedMain] INFO  by.nevar.books.BooksApplication -Started BooksApplication in 4.759 seconds (JVM running for 6.857)
""2020-10-02 10:23:38 [task-1] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator -HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2020-10-02 10:23:38 [task-1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Initialized JPA EntityManagerFactory for persistence unit 'default'
""2020-10-02 10:24:06 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring DispatcherServlet 'dispatcherServlet'
""2020-10-02 10:26:10 [restartedMain] INFO  by.nevar.books.BooksApplication -Starting BooksApplication on HOME with PID 7184 (C:\Users\admin\Desktop\books\target\classes started by admin in C:\Users\admin\Desktop\books)
""2020-10-02 10:26:10 [restartedMain] INFO  by.nevar.books.BooksApplication -No active profile set, falling back to default profiles: default
""2020-10-02 10:26:10 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor -Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
""2020-10-02 10:26:10 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor -For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
""2020-10-02 10:26:11 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Bootstrapping Spring Data JPA repositories in DEFERRED mode.
""2020-10-02 10:26:11 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Finished Spring Data repository scanning in 29ms. Found 0 JPA repository interfaces.
""2020-10-02 10:26:12 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat initialized with port(s): 8080 (http)
""2020-10-02 10:26:12 [restartedMain] INFO  o.a.catalina.core.StandardService -Starting service [Tomcat]
""2020-10-02 10:26:12 [restartedMain] INFO  o.a.catalina.core.StandardEngine -Starting Servlet engine: [Apache Tomcat/9.0.38]
""2020-10-02 10:26:12 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring embedded WebApplicationContext
""2020-10-02 10:26:12 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext -Root WebApplicationContext: initialization completed in 2645 ms
""2020-10-02 10:26:12 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-1 - Starting...
""2020-10-02 10:26:13 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-1 - Start completed.
""2020-10-02 10:26:13 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration -H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:d9229d32-fb3c-431d-99b1-00636a40693a'
""2020-10-02 10:26:13 [restartedMain] INFO  o.s.s.c.ThreadPoolTaskExecutor -Initializing ExecutorService 'applicationTaskExecutor'
""2020-10-02 10:26:13 [task-1] INFO  o.h.jpa.internal.util.LogHelper -HHH000204: Processing PersistenceUnitInfo [name: default]
""2020-10-02 10:26:13 [restartedMain] WARN  o.t.templatemode.TemplateMode -[THYMELEAF][restartedMain] Template Mode 'HTML5' is deprecated. Using Template Mode 'HTML' instead.
""2020-10-02 10:26:13 [task-1] INFO  org.hibernate.Version -HHH000412: Hibernate ORM core version 5.4.21.Final
""2020-10-02 10:26:13 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration -spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2020-10-02 10:26:13 [task-1] INFO  o.h.annotations.common.Version -HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
""2020-10-02 10:26:13 [task-1] INFO  org.hibernate.dialect.Dialect -HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2020-10-02 10:26:13 [restartedMain] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping -Adding welcome page template: index
""2020-10-02 10:26:14 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer -LiveReload server is running on port 35729
""2020-10-02 10:26:14 [task-1] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator -HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2020-10-02 10:26:14 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat started on port(s): 8080 (http) with context path ''
""2020-10-02 10:26:14 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Triggering deferred initialization of Spring Data repositories…
""2020-10-02 10:26:14 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Spring Data repositories initialized!
""2020-10-02 10:26:14 [task-1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Initialized JPA EntityManagerFactory for persistence unit 'default'
""2020-10-02 10:26:14 [restartedMain] INFO  by.nevar.books.BooksApplication -Started BooksApplication in 5.176 seconds (JVM running for 7.685)
""2020-10-02 10:26:33 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring DispatcherServlet 'dispatcherServlet'
""2020-10-02 10:29:27 [restartedMain] INFO  by.nevar.books.BooksApplication -Starting BooksApplication on HOME with PID 7796 (C:\Users\admin\Desktop\books\target\classes started by admin in C:\Users\admin\Desktop\books)
""2020-10-02 10:29:27 [restartedMain] INFO  by.nevar.books.BooksApplication -No active profile set, falling back to default profiles: default
""2020-10-02 10:29:27 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor -Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
""2020-10-02 10:29:27 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor -For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
""2020-10-02 10:29:29 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Bootstrapping Spring Data JPA repositories in DEFERRED mode.
""2020-10-02 10:29:29 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Finished Spring Data repository scanning in 56ms. Found 0 JPA repository interfaces.
""2020-10-02 10:29:31 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat initialized with port(s): 8080 (http)
""2020-10-02 10:29:31 [restartedMain] INFO  o.a.catalina.core.StandardService -Starting service [Tomcat]
""2020-10-02 10:29:31 [restartedMain] INFO  o.a.catalina.core.StandardEngine -Starting Servlet engine: [Apache Tomcat/9.0.38]
""2020-10-02 10:29:31 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring embedded WebApplicationContext
""2020-10-02 10:29:31 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext -Root WebApplicationContext: initialization completed in 3604 ms
""2020-10-02 10:29:31 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-1 - Starting...
""2020-10-02 10:29:31 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-1 - Start completed.
""2020-10-02 10:29:31 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration -H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:b8541021-ab02-4b73-b9c0-d03fe79d0226'
""2020-10-02 10:29:32 [restartedMain] INFO  o.s.s.c.ThreadPoolTaskExecutor -Initializing ExecutorService 'applicationTaskExecutor'
""2020-10-02 10:29:32 [task-1] INFO  o.h.jpa.internal.util.LogHelper -HHH000204: Processing PersistenceUnitInfo [name: default]
""2020-10-02 10:29:32 [restartedMain] WARN  o.t.templatemode.TemplateMode -[THYMELEAF][restartedMain] Template Mode 'HTML5' is deprecated. Using Template Mode 'HTML' instead.
""2020-10-02 10:29:32 [task-1] INFO  org.hibernate.Version -HHH000412: Hibernate ORM core version 5.4.21.Final
""2020-10-02 10:29:32 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration -spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2020-10-02 10:29:32 [task-1] INFO  o.h.annotations.common.Version -HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
""2020-10-02 10:29:32 [restartedMain] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping -Adding welcome page template: index
""2020-10-02 10:29:33 [task-1] INFO  org.hibernate.dialect.Dialect -HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2020-10-02 10:29:33 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer -LiveReload server is running on port 35729
""2020-10-02 10:29:33 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat started on port(s): 8080 (http) with context path ''
""2020-10-02 10:29:33 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Triggering deferred initialization of Spring Data repositories…
""2020-10-02 10:29:33 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Spring Data repositories initialized!
""2020-10-02 10:29:33 [task-1] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator -HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2020-10-02 10:29:33 [restartedMain] INFO  by.nevar.books.BooksApplication -Started BooksApplication in 6.716 seconds (JVM running for 9.003)
""2020-10-02 10:29:33 [task-1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Initialized JPA EntityManagerFactory for persistence unit 'default'
""2020-10-02 10:29:42 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring DispatcherServlet 'dispatcherServlet'
""2020-10-02 10:31:04 [restartedMain] INFO  by.nevar.books.BooksApplication -Starting BooksApplication on HOME with PID 5776 (C:\Users\admin\Desktop\books\target\classes started by admin in C:\Users\admin\Desktop\books)
""2020-10-02 10:31:04 [restartedMain] INFO  by.nevar.books.BooksApplication -No active profile set, falling back to default profiles: default
""2020-10-02 10:31:04 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor -Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
""2020-10-02 10:31:04 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor -For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
""2020-10-02 10:31:05 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Bootstrapping Spring Data JPA repositories in DEFERRED mode.
""2020-10-02 10:31:05 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Finished Spring Data repository scanning in 23ms. Found 0 JPA repository interfaces.
""2020-10-02 10:31:06 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat initialized with port(s): 8080 (http)
""2020-10-02 10:31:06 [restartedMain] INFO  o.a.catalina.core.StandardService -Starting service [Tomcat]
""2020-10-02 10:31:06 [restartedMain] INFO  o.a.catalina.core.StandardEngine -Starting Servlet engine: [Apache Tomcat/9.0.38]
""2020-10-02 10:31:06 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring embedded WebApplicationContext
""2020-10-02 10:31:06 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext -Root WebApplicationContext: initialization completed in 2268 ms
""2020-10-02 10:31:06 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-1 - Starting...
""2020-10-02 10:31:06 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-1 - Start completed.
""2020-10-02 10:31:06 [restartedMain] INFO  o.s.b.a.h.H2ConsoleAutoConfiguration -H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:117a7fd4-850f-4426-8a7e-3103e169d1c3'
""2020-10-02 10:31:06 [restartedMain] INFO  o.s.s.c.ThreadPoolTaskExecutor -Initializing ExecutorService 'applicationTaskExecutor'
""2020-10-02 10:31:07 [task-1] INFO  o.h.jpa.internal.util.LogHelper -HHH000204: Processing PersistenceUnitInfo [name: default]
""2020-10-02 10:31:07 [restartedMain] WARN  o.t.templatemode.TemplateMode -[THYMELEAF][restartedMain] Template Mode 'HTML5' is deprecated. Using Template Mode 'HTML' instead.
""2020-10-02 10:31:07 [task-1] INFO  org.hibernate.Version -HHH000412: Hibernate ORM core version 5.4.21.Final
""2020-10-02 10:31:07 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration -spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2020-10-02 10:31:07 [task-1] INFO  o.h.annotations.common.Version -HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
""2020-10-02 10:31:07 [restartedMain] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping -Adding welcome page template: index
""2020-10-02 10:31:07 [task-1] INFO  org.hibernate.dialect.Dialect -HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
""2020-10-02 10:31:07 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer -LiveReload server is running on port 35729
""2020-10-02 10:31:07 [task-1] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator -HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2020-10-02 10:31:07 [task-1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Initialized JPA EntityManagerFactory for persistence unit 'default'
""2020-10-02 10:31:07 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat started on port(s): 8080 (http) with context path ''
""2020-10-02 10:31:07 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Triggering deferred initialization of Spring Data repositories…
""2020-10-02 10:31:07 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Spring Data repositories initialized!
""2020-10-02 10:31:07 [restartedMain] INFO  by.nevar.books.BooksApplication -Started BooksApplication in 4.61 seconds (JVM running for 6.616)
""2020-10-02 10:31:13 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring DispatcherServlet 'dispatcherServlet'
""2020-10-02 10:33:49 [restartedMain] INFO  by.nevar.books.BooksApplication -Starting BooksApplication on HOME with PID 7584 (C:\Users\admin\Desktop\books\target\classes started by admin in C:\Users\admin\Desktop\books)
""2020-10-02 10:33:49 [restartedMain] INFO  by.nevar.books.BooksApplication -No active profile set, falling back to default profiles: default
""2020-10-02 10:33:49 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor -Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
